Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory
Ribera del Duero Crianza,Spain,Ribera del Duero,Arzuaga,4.1,673,21.33,2017,red
Incógnito,Portugal,Alentejano,Cortes de Cima,4.5,674,67.26,2014,red
Saint-Georges Saint-Émilion,France,Saint-Georges-Saint-Émilion,Château Cap d’Or,3.7,675,24.32,2014,red
Cos d'Estournel,France,Saint-Estèphe,Cos d'Estournel,4.6,675,390.0,2009,red
Castillon - Côtes de Bordeaux,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.8,676,29.39,2011,red
Rioja Viñedos de Altura,Spain,Rioja,Ramón Bilbao,3.8,676,13.57,2015,red
Asinone Vino Nobile di Montepulciano,Italy,Vino Nobile di Montepulciano,Poliziano,4.3,676,41.43,2015,red
Costera,Italy,Cannonau di Sardegna,Argiolas,3.8,676,8.1,2017,red
Tenuta Guado al Tasso Cont'Ugo Bolgheri,Italy,Bolgheri,Antinori,4.3,677,37.85,2016,red
Luces Shiraz - Tempranillo - Cabernet Sauvignon Somontano,Spain,Somontano,Viñas del Vero,3.3,677,5.75,2016,red
Pauillac (Grand Cru Classé),France,Pauillac,Château Duhart-Milon,4.2,678,118.9,2006,red
Sela Rioja,Spain,Rioja,Bodegas Roda,3.9,678,17.25,2016,red
Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Lafon-Rochet,3.8,678,54.7,2011,red
Appassimento,Italy,Puglia,Conte di Campiano,4.0,6780,6.57,2015,red
Pinotage,South Africa,Stellenbosch,Kanonkop,4.1,679,28.9,2017,red
Alanera Rosso Veronese,Italy,Rosso Veronese,Zenato,3.8,679,8.68,2015,red
La Sirène de Giscours Margaux,France,Margaux,Château Giscours,4.1,679,35.0,2015,red
Adobe Merlot (Reserva),Chile,Rapel Valley,Emiliana,3.6,679,8.45,2017,red
Campania Aglianico,Italy,Campania,Rocca del Dragone,4.2,68,8.95,2016,red
Tempranillo,Spain,Uclés,Mesta,3.4,68,5.95,2019,red
Brunello di Montalcino,Italy,Brunello di Montalcino,San Filippo,4.1,68,43.65,2012,red
Pecan Stream Pebble Hill,South Africa,Stellenbosch,Waterford Estate,3.5,68,12.2,2017,red
L'Ancely Languedoc La Clape,France,La Clape,Château la Négly,4.3,68,57.51,2014,red
Gigondas Valbelle,France,Gigondas,Château de Saint Cosme,4.3,68,46.0,2011,red
Dimonios Riserva Cannonau di Sardegna,Italy,Cannonau di Sardegna,Sella & Mosca,3.8,68,13.57,2016,red
Pomerol,France,Pomerol,Château Certan Marzelle,3.9,68,49.0,2007,red
Poggiassai Toscana,Italy,Toscana,Poggio Bonelli,3.9,68,21.51,2010,red
Amarone della Valpolicella Classico Vigneto Il Fornetto,Italy,Amarone della Valpolicella Classico,Stefano Accordini,4.6,68,95.53,2012,red
Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Valandraud,4.2,68,170.59,2017,red
Barolo,Italy,Barolo,Mauro Veglio,4.1,68,28.27,2016,red
Nèprica Cabernet Sauvignon,Italy,Puglia,Tormaresca,3.6,68,8.4,2017,red
Pago de los Balagueses Garnacha Tintorera,Spain,Valencia,Vegalfaro,3.9,68,18.84,2016,red
Merlot Friuli Aquileia,Italy,Friuli Aquileia,Zonin,3.0,68,6.75,2018,red
Re Manfredi Aglianico del Vulture,Italy,Aglianico del Vulture,Terre degli Svevi,4.1,68,12.03,2016,red
Rufus Stone Heathcote Shiraz,Australia,Heathcote,Tyrrell's,3.8,68,19.3,2018,red
La Villa Langhe Rosso,Italy,Langhe,Elio Altare,4.1,68,60.63,2008,red
Vin de Pays Terre de Bussière Principauté d'Orange,France,Vin de Pays,Domaine de la Janasse,3.9,68,10.9,2017,red
Grille Midi Fleurie,France,Fleurie,Terres Dorées,3.8,68,22.9,2017,red
Grande Toque Rouge,France,Luberon,Marrenon,3.5,68,6.9,2017,red
Côtes du Rhône,France,Côtes-du-Rhône,Domaine de Beaurenard,3.9,68,12.9,2018,red
Kirschgarten GG Pinot Noir,Germany,Pfalz,Philipp Kuhn,3.9,68,41.49,2014,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Salvioni,4.5,68,144.53,2015,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Branaire-Ducru,3.8,68,84.38,2017,red
Obvius,Italy,Rosso di Montepulciano,Salcheto,3.4,68,13.9,2017,red
Roscaleto Barbera d'Alba,Italy,Barbera d'Alba,Enzo Boglietti,4.0,68,26.9,2016,red
Bordeaux (Merlot - Cabernet Sauvignon),France,Bordeaux,Château La Freynelle,3.3,68,7.45,2017,red
Hermitage La Chapelle Rouge,France,Hermitage,Paul Jaboulet Aîné,3.9,68,191.5,2014,red
Timeless,South Africa,Stellenbosch,Stellenrust,3.6,68,18.47,2015,red
Les Terroirs Corbières,France,Corbières,Calmel & Joseph,3.6,68,7.75,2017,red
Doix,Spain,Priorat,Mas Doix,4.3,68,77.88,2015,red
Petresco,Italy,Chianti Classico,Cinciole,4.0,68,37.97,2012,red
Barbaresco,Italy,Barbaresco,Rivetti Massimo,4.1,68,22.64,2016,red
Château Plaisance-Branne Montagne Saint-Émilion,France,Montagne-Saint-Émilion,Château Plaisance,3.7,68,9.65,2011,red
Saint-Emilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,La Mondotte,4.2,68,164.74,2012,red
Vosne-Romanée 'Les Champs Perdrix',France,Vosne-Romanée,Domaine Bruno Clair,4.3,68,96.5,2014,red
Côtes Du Rhône Grande Réserve,France,Côtes-du-Rhône,Pierre Amadieu,3.7,68,10.62,2016,red
Bordeaux,France,Bordeaux,Château La Coudraie,3.5,68,7.99,2016,red
Grial Carmenère,Chile,Colchagua Valley,Apaltagua,4.0,68,53.5,2015,red
5º Tinto,Spain,Tierra de León,Lar de Maía,3.8,68,13.45,2016,red
Bandol Rouge,France,Bandol,Lafran-Veyrolles,4.0,68,22.5,2012,red
Armano Rosso,Italy,Puglia,Ponte Lungo,3.9,68,8.72,2018,red
Vigneto Poggio Doria Brunello di Montalcino,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,68,77.5,2010,red
Palermo Cabernet Sauvignon,United States,Napa Valley,Orin Swift,4.4,680,53.61,2017,red
San Valentín Garnacha,Spain,Catalunya,Torres,4.0,6802,7.36,2018,red
Negroamaro I Muri,Italy,Puglia,Vigneti del Salento,3.9,681,4.95,2018,red
Chianti Classico,Italy,Chianti Classico,Banfi,3.7,682,11.9,2017,red
Sta. Rita Hills Pinot Noir,United States,Sta. Rita Hills,Domaine de la Côte,4.2,682,43.9,2014,red
Al Passo Toscana,Italy,Toscana,Tolaini,4.0,682,18.88,2015,red
Reserva Duas Quintas Tinto,Portugal,Douro,Ramos Pinto,4.2,682,29.9,2015,red
Dão Rótulo Tinto,Portugal,Dão,Niepoort,3.6,682,10.51,2016,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Fleur Cardinale,4.3,682,48.95,2015,red
Campone Brunello di Montalcino,Italy,Brunello di Montalcino,Frescobaldi,4.1,683,36.74,2014,red
Margaux (Grand Cru Classé),France,Margaux,Château Lascombes,3.9,683,64.0,2008,red
Manso de Velasco Cabernet Sauvignon,Chile,Curico Valley,Miguel Torres,4.2,684,43.99,2013,red
Mythique Languedoc Rouge,France,Languedoc,Val d'Orbieu,3.5,684,6.86,2017,red
Prestige Saint-Drézéry Rouge,France,Saint-Drézéry,Château Puech-Haut,4.1,684,17.0,2017,red
Cabernet Sauvignon,United States,Sonoma Valley,Kunde,3.8,685,21.9,2014,red
Cabernet Sauvignon,France,Pays d'Oc,Cadet d'Oc,3.2,685,7.26,2015,red
Jester Shiraz,Australia,McLaren Vale,Mitolo,3.9,685,19.5,2016,red
Merlot,United States,California,Gallo Family Vineyards,3.7,685,6.05,2018,red
Malbec,Argentina,Tupungato,Domaine Bousquet,3.7,688,6.73,2019,red
Tocornal Merlot,Chile,Central Valley,Cono Sur,3.6,688,6.0,2018,red
Crianza,Spain,Rioja,Cune (CVNE),3.5,6880,5.7,2014,red
Ilatraia,Italy,Toscana,Brancaia,4.3,689,45.9,2014,red
Pinot Noir Reserva,Chile,San Antonio Valley,Apaltagua,3.5,689,10.5,2018,red
Altos R Reserva,Spain,Rioja,Altos de Rioja,3.8,69,14.09,2014,red
Geremia Toscana,Italy,Toscana,Rocca di Montegrossi,4.0,69,25.0,2011,red
Bordeaux Supérieur,France,Bordeaux Supérieur,Château Barit,3.6,69,6.55,2016,red
Flor de La Mar,Portugal,Península de Setúbal,Casa Ermelinda Freitas,3.8,69,5.82,2018,red
Regain Rouge,France,Ventoux,Vindemio,3.7,69,11.5,2016,red
Sotanum,France,Collines Rhodaniennes,Les Vins de Vienne - Cuilleron-Gaillard-Villard,4.2,69,42.95,2017,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Talenti,4.2,69,35.0,2015,red
Spätburgunder Trocken,Germany,Pfalz,Krebs,3.4,69,11.02,2016,red
Pomerol,France,Pomerol,Château l'Ecuyer,4.1,69,35.9,2016,red
Cuvée Spéciale Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Tardieu-Laurent,3.8,69,46.79,2016,red
Chianti Gineprone,Italy,Chianti,Col d'Orcia,3.5,69,10.0,2017,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Clos Trimoulet,4.1,69,20.9,2015,red
Maternigo Valpolicella Superiore,Italy,Valpolicella,Tedeschi,4.1,69,17.9,2016,red
Clos Alzina Vinyes Velles (Old Vines),Spain,Priorat,Costers del Priorat,3.9,69,36.95,2014,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château l'Arrosee,4.1,69,52.15,1999,red
Istante,Italy,Südtirol - Alto Adige,Franz Haas,4.1,69,29.9,2016,red
Cabernet Sauvignon,Australia,Murray Darling,Deakin Estate,3.2,69,5.95,2017,red
Ermitage Le Méal,France,Hermitage,M. Chapoutier,4.4,69,104.95,2004,red
Cabernet Sauvignon Toscana Collezione Privata,Italy,Toscana,Isole e Olena,4.4,69,67.8,2011,red
Nerìo Riserva Negroamaro - Malvasia Nera,Italy,Nardò,Schola Sarmenti,4.4,69,15.38,2016,red
Vittoria Barbera d'Alba,Italy,Barbera d'Alba,Gianfranco Alessandria,4.3,69,24.2,2016,red
Montepulciano d'Abruzzo,Italy,Montepulciano d'Abruzzo,Masseria Coste di Brenta,3.9,69,7.45,2016,red
Regain Rouge,France,Ventoux,Vindemio,3.6,69,9.95,2015,red
Barrel Selection Merlot,Argentina,Uco Valley,Salentein,4.2,69,12.9,2018,red
Potenti Toscana (Suvereto),Italy,Toscana,Petra,4.0,69,33.9,2016,red
Rouge,France,Gard,Roc d'Anglade,3.9,69,38.41,2016,red
Ronco dell'Angelo Merlot,Switzerland,Ticino,Vinattieri Ticinesi,3.4,69,26.81,2016,red
Spiga Ribera del Duero,Spain,Ribera del Duero,O. Fournier,3.9,69,24.17,2007,red
Grès de Montpellier,France,Languedoc,Mas des Mas,3.8,69,18.84,2017,red
Chianti Colli Senesi,Italy,Chianti Colli Senesi,Palagetto,3.4,69,8.95,2018,red
Rust Blaufränkisch Ried Oberer Wald Trocken,Austria,Burgenland,Ernst Triebaumer,3.8,69,37.92,2013,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Laforge,3.7,69,45.9,2001,red
San Rumé Barbera d'Asti Superiore,Italy,Barbera d'Asti,Vincenzo Bossotti,3.9,69,10.23,2016,red
Rioja Bordón Gran Reserva,Spain,Rioja,Franco-Espanolas,3.8,690,13.8,2009,red
Cellar Selection Pinot Noir,New Zealand,Hawke's Bay,Sileni Estates,3.3,690,12.42,2018,red
Saint-Émilion,France,Saint-Émilion,Jean-Pierre Moueix,3.7,691,16.45,2015,red
Reserva,Spain,Ribera del Duero,Tinto Pesquera,4.2,691,29.9,2015,red
Crianza,Spain,Ribera del Duero,Áster,3.8,692,19.98,2013,red
Barbaresco,Italy,Barbaresco,Gaja,4.4,694,195.0,2014,red
Pinot Noir Le Bourgogne,France,Bourgogne,Chanson,3.6,694,18.08,2015,red
Le Tense Sassella Valtellina Superiore,Italy,Valtellina Superiore,Nino Negri,3.8,694,13.15,2016,red
Vineyards Cabernet Sauvignon,Argentina,Mendoza,Trapiche,3.6,695,5.25,2019,red
Dão Rótulo Tinto,Portugal,Dão,Niepoort,3.4,695,23.15,2013,red
Rouge,South Africa,Stellenbosch,Alto Estate,3.7,696,9.5,2016,red
Roble,Spain,Ribera del Duero,Portia,3.5,696,10.99,2018,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Ducru-Beaucaillou,4.7,699,339.0,2009,red
i.e.a. Qurein,Italy,Vigneti delle Dolomiti,Pranzegg,3.9,70,24.91,2013,red
Priorat Gran Cruor,Spain,Priorat,Casa Gran del Siurana,4.2,70,57.28,2011,red
Les Chemins,France,Corbières,Famille Lignères - Château La Baronne,4.0,70,14.95,2017,red
Barbera d'Alba,Italy,Barbera d'Alba,Fratelli Revello,3.9,70,15.47,2018,red
Forriero Nero d'Avola,Italy,Terre Siciliane,Andrero,3.8,70,6.33,2018,red
Wildcard Shiraz - Cabernet Sauvignon,Australia,Barossa Valley,Peter Lehmann,3.5,70,7.23,2018,red
Cuvée Viva Blaye - Côtes de Bordeaux,France,Blaye - Côtes de Bordeaux,Château Gigault,4.1,70,29.95,2005,red
Pinot Nero Langhe PN Q497,Italy,Langhe,G.D. Vajra,3.7,70,19.95,2012,red
Südtirol Lagrein Riserva,Italy,Südtirol - Alto Adige,Heinrich Mayr (Nusserhof),4.0,70,28.24,2013,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château La Croix Chantecaille,3.7,70,22.62,2016,red
Ségla Margaux,France,Margaux,Château Rauzan-Ségla,4.2,70,60.19,2015,red
Vigne del Maestro Sangiovese,Italy,Puglia,Maestro Italiano,3.7,70,4.83,2017,red
Haven Cabernet Sauvignon,South Africa,Coastal Region,Glen Carlou,3.7,70,7.9,2018,red
Aldone,Italy,Toscana,Terre del Marchesato,4.2,70,58.0,2015,red
Côtes-du-Rhône Rouge,France,Côtes-du-Rhône,Anne-Sophie Pic et Michel Chapoutier,3.8,70,8.9,2017,red
Ape Reale Barbera d'Alba,Italy,Barbera d'Alba,BelColle,3.5,70,8.76,2017,red
Cuvée des Cadettes Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château La Nerthe,4.5,70,68.14,2016,red
Bolgheri Superiore,Italy,Bolgheri Superiore,Ornellaia,4.6,70,192.0,2017,red
Colonia Chianti Classico Gran Selezione,Italy,Chianti Classico,Fèlsina,4.3,70,100.95,2013,red
Saint Cosme Saint Joseph,France,Saint-Joseph,Château de Saint Cosme,3.8,70,22.0,2014,red
Hermitage Rouge,France,Hermitage,Tardieu-Laurent,4.3,70,99.95,2005,red
Lagrein,Italy,Südtirol - Alto Adige,Wilhelm Walch,4.1,70,9.5,2019,red
Blauburgunder (Pinot Nero),Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,70,27.09,2017,red
Corbières,France,Corbières,Château de Caraguilhes,3.5,70,10.65,2019,red
Shiraz,South Africa,Stellenbosch,Neethlingshof Estate,3.7,70,10.72,2016,red
Holzspur Pinot Noir,Austria,Thermenregion,Johanneshof Reinisch,4.0,70,36.95,2015,red
Tradition Spätburgunder,Germany,Franken,Rudolf Fürst,3.7,70,19.42,2016,red
Blaufränkisch vom Lehm,Austria,Mittelburgenland,Gesellmann,3.4,70,11.76,2017,red
Hausmarke Rot,Austria,Burgenland,Moric,3.6,70,13.24,2017,red
Corash Cannonau Sardegna Riserva,Italy,Cannonau di Sardegna,Vernaccia Oristano,4.0,70,10.24,2016,red
Spätburgunder Kaiserstuhl,Germany,Baden,Salwey,3.6,70,11.5,2015,red
Barbera d'Alba,Italy,Barbera d'Alba,Monti,4.2,70,24.5,2007,red
Castell Vell,France,Côtes du Roussillon Villages,Singla,4.0,70,24.27,2015,red
Estoras,Austria,Burgenland,Esterházy,2.8,70,11.45,2017,red
Sabazio,Italy,Rosso di Montepulciano,La Braccesca,3.5,70,10.4,2018,red
Sinfarosa Zinfandel - Primitivo di Manduria,Italy,Primitivo di Manduria,Felline,3.8,70,12.9,2017,red
Cà Del Pazzo Sangiovese - Cabernet Sauvignon,Italy,Sant'Antimo,Caparzo,4.0,70,19.9,2013,red
Côtes du Rhône Villages Sablet,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,70,10.67,2010,red
La Maîtresse,France,Malepère,La Louvière,3.6,70,10.79,2017,red
Italian Collection Nabucco,South Africa,Stellenbosch,Morgenster Estate,3.8,70,35.04,2011,red
12 e Mezzo Negroamaro del Salento,Italy,Salento,Varvaglione,3.8,700,7.25,2016,red
Crozes-Hermitage Domaine de Thalabert,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,700,29.5,2012,red
Terra do Zambujeiro,Portugal,Borba,Quinta do Zambujeiro,4.1,700,21.4,2013,red
Franc,Spain,Pla de Bages,Abadal,3.6,701,7.31,2016,red
Rouge (Gaston Hochar),Lebanon,Bekaa Valley,Château Musar,4.2,701,47.67,1997,red
Da'Divas Tempranillo,Brazil,Encruzilhada do Sul,Lidio Carraro,3.6,701,16.52,2016,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Léoville Las Cases,4.6,702,336.3,2005,red
Founders' Estate Merlot,United States,California,Beringer,3.6,702,11.6,2017,red
Amarone della Valpolicella,Italy,Amarone della Valpolicella,Palazzo Maffei,4.1,702,25.5,2015,red
Carmenère,Chile,Colchagua Valley,Montes Alpha,4.1,702,13.89,2018,red
Rioja Bordón Crianza,Spain,Rioja,Franco-Espanolas,3.6,702,7.26,2016,red
I Gran Reserva 75 Aniversario,Spain,Rioja,Bodegas Faustino,4.0,703,16.47,2009,red
Merlot - Petit Verdot Penedès 3055,Spain,Penedès,Jean Leon,3.8,703,13.36,2017,red
Grande Reserve,Chile,Colchagua Valley,Los Vascos,3.8,703,16.17,2015,red
Dark (Red Blend),United States,California,Apothic,3.7,704,8.18,2017,red
Le Tense Sassella Valtellina Superiore,Italy,Valtellina Superiore,Nino Negri,3.8,704,17.79,2015,red
Douro Batuta Tinto,Portugal,Douro,Niepoort,4.3,705,56.0,2013,red
Mai The First A.Montes Malbec,Argentina,Mendoza,Kaiken,4.4,706,61.05,2016,red
Russian River Valley Pinot Noir,United States,Russian River Valley,DeLoach,4.1,706,35.99,2015,red
Valley Oaks Cabernet Sauvignon,United States,California,Fetzer,3.6,707,8.8,2017,red
Tinto,Portugal,Alenquer,Quinta das Setencostas,3.9,707,7.2,2016,red
Carmenère,Chile,Central Valley,Anderra,3.4,708,7.27,2017,red
Bordeaux,France,Bordeaux,Château Bel-Air,3.5,709,8.33,2016,red
Vigne Vecchie Leggenda Primitivo di Manduria,Italy,Primitivo di Manduria,Vigneti del Salento,4.4,709,39.9,2015,red
EPU,Chile,Puente Alto,Almaviva,4.5,709,46.34,2016,red
Cabernet Sauvignon,Chile,Central Valley,Antares,3.3,709,4.76,2018,red
Le Pluriel Rouge,France,Costières-de-Nîmes,Clos des Boutes,3.4,71,9.26,2018,red
Gambert de Loche Hermitage Rouge,France,Hermitage,Cave de Tain,4.3,71,86.62,2009,red
Petit Verdot,France,Bordeaux,Château Belle-Vue,3.7,71,29.15,2016,red
Steinsatz Cuvée,Germany,Pfalz,Schneider,4.1,71,29.5,2015,red
Château La Voûte Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Vignobles Moreau,4.1,71,36.0,2014,red
Artino,Italy,Calabria,Tenuta Iuzzolini,4.1,71,11.6,2017,red
Cabernet Sauvignon,South Africa,Breede River Valley,Bergsig Estate,3.6,71,9.85,2014,red
Ribera Tinta del País,Spain,Ribera del Duero,Urban,3.8,71,14.99,2015,red
Villero Barolo,Italy,Barolo,Brovia,4.2,71,61.11,2011,red
Volnay 1er Cru 'Carelle sous la Chapelle',France,Volnay 1er Cru 'Carelle sous la Chapelle',Domaine François Buffet,3.8,71,57.5,2011,red
Langhe Nebbiolo,Italy,Langhe,Elio Filippino,4.0,71,10.43,2016,red
Sancerre Rouge,France,Sancerre,Domaine Salmon,3.4,71,14.03,2014,red
Barolo Ravera,Italy,Barolo,Vietti,4.4,71,173.63,2015,red
Cabernet Franc,South Africa,Franschhoek,Holden Manz,4.5,71,59.0,2016,red
Sand Lagrein,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,71,11.21,2018,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Gruaud Larose,3.9,71,86.76,2017,red
15 di Mare Primitivo di Manduria,Italy,Primitivo di Manduria,Cantolio,4.2,71,28.27,2016,red
Barbera d'Asti Superiore Tre Roveri,Italy,Barbera d'Asti,Pico Maccario,3.8,71,16.9,2017,red
Villa Don Maximiano,Chile,Aconcagua Valley,Errazuriz,3.8,71,38.02,2016,red
Disueri Nero d'Avola,Italy,Sicilia,Cusumano,3.7,71,6.58,2017,red
Red,Chile,Maipo Valley,Antiyal,4.4,71,46.65,2015,red
Tradition Bordeaux Supérieur,France,Bordeaux Supérieur,Château Penin,3.6,71,8.9,2016,red
Sequoia,France,Sainte-Foy-Bordeaux,Château Carbonneau,3.7,71,8.68,2016,red
Lacoste Borie Pauillac,France,Pauillac,Château Grand-Puy-Lacoste,3.7,71,33.95,2016,red
Nuits-Saint-Georges,France,Nuits-Saint-Georges,Domaine des Perdrix,4.2,71,64.8,2016,red
Syrah,Spain,Campo de la Guardia,Martúe,3.9,71,22.09,2009,red
Millennio Chianti Classico Gran Selezione,Italy,Chianti Classico,Cacchiano,4.1,71,29.89,2009,red
Gigondas Le Claux,France,Gigondas,Château de Saint Cosme,4.3,71,72.0,2014,red
Cirò Rosso Classico Superiore,Italy,Cirò,Scala,3.6,71,9.5,2012,red
Tramp,Spain,Catalunya,Can Grau Vell,3.8,71,15.7,2016,red
Merlot,Italy,Friuli-Venezia Giulia,Attems,3.6,71,10.66,2016,red
Barbaresco,Italy,Barbaresco,Marco Bonfante,3.6,71,23.19,2014,red
Il Secondo,Italy,Trentino-Alto Adige,Peter Sölva,3.8,71,13.5,2014,red
4 Varietales Colección Rioja,Spain,Rioja,Vivanco,3.8,71,41.28,2016,red
Gran Selección Valdepeñas,Spain,Valdepeñas,Viña Albali,3.3,71,6.75,2014,red
Privatkeller Cabernet - Merlot,Austria,Thermenregion,Schlumberger,3.6,71,17.9,2015,red
Cabernet Sant'Antimo Olmaia,Italy,Sant'Antimo,Col d'Orcia,4.0,71,37.63,2014,red
Tenuta Greppone Mazzi Brunello di Montalcino,Italy,Brunello di Montalcino,Ruffino,4.2,710,50.67,2013,red
Tribu Cabernet Sauvignon,Argentina,Mendoza,Trivento,3.4,710,8.67,2018,red
Homenagem A Hans Christian Andersen,Portugal,Alentejano,Cortes de Cima,4.3,712,31.19,2013,red
Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Montrose,4.5,712,369.0,2009,red
Tinto,Spain,Ribera del Duero,Aalto,4.4,712,33.89,2017,red
Syrah,France,Pays d'Oc,Les Jamelles,3.8,713,5.36,2018,red
Ramitello Rosso,Italy,Biferno,Di Majo Norante,3.7,713,11.9,2013,red
Z,South Africa,Stellenbosch,De Toren,4.2,713,32.97,2014,red
Raimonda Barbera d'Alba,Italy,Barbera d'Alba,Fontanafredda,3.5,714,11.37,2016,red
Cabernet Sauvignon,South Africa,Franschhoek,Boekenhoutskloof,4.3,714,61.05,2015,red
Le Pur Fruit du Causse Cahors,France,Cahors,Château Combel La Serre,3.7,715,17.74,2017,red
Rioja Crianza,Spain,Rioja,Montecillo,3.6,715,7.75,2016,red
Pinot Nero,Italy,Südtirol - Alto Adige,Franz Haas,3.9,716,23.5,2017,red
Nero d'Avola,Italy,Terre Siciliane,Barone Montalto,3.6,717,5.1,2018,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château Mont-Redon,4.1,718,34.9,2014,red
Vinha das Romãs Tinto,Portugal,Alentejano,Monte da Ravasqueira,3.9,718,21.1,2015,red
Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,Cesari,4.1,718,28.5,2015,red
Bandol,France,Bandol,La Bastide Blanche,3.7,719,21.88,2015,red
Secateurs Red Blend,South Africa,Swartland,Badenhorst,3.7,719,9.9,2015,red
Reserve Malbec Mendoza,Argentina,Mendoza,Bodega Piedra Negra,3.8,719,13.71,2017,red
Cipressi Nizza,Italy,Barbera d'Asti,Michele Chiarlo,3.9,719,15.6,2016,red
Bordeaux Supérieur,France,Bordeaux Supérieur,Château Croix Mouton,3.5,719,22.95,2010,red
Pomerol,France,Pomerol,Château Plince,4.0,72,48.64,2016,red
Gigondas Valbelle,France,Gigondas,Château de Saint Cosme,3.9,72,39.0,2009,red
Höhenflug Cuvée,Germany,Pfalz,Hensel,3.9,72,16.45,2016,red
Grés de Montpellier,France,Grès de Montpellier,Château de l'Engarran,3.7,72,13.0,2016,red
Salzberg,Austria,Burgenland,Heinrich,4.3,72,82.5,2015,red
Azul,Spain,Ribera del Queiles,Guelbenzu,3.9,72,6.99,2016,red
Les Chaignots Nuits-Saint-Georges 1er Cru,France,Nuits-Saint-Georges,Domaine Robert Chevillon,4.1,72,86.62,2013,red
Pinot Noir Herrenstück,Germany,Baden,Weingut Holger Koch,3.6,72,13.5,2015,red
Massaluca,Spain,Terra Alta,Ramón Roqueta,3.9,72,14.52,2018,red
The Love Grass Shiraz,Australia,McLaren Vale,d'Arenberg,3.7,72,14.63,2017,red
Merlot,South Africa,Paarl,Backsberg,3.7,72,12.25,2018,red
Lindenburg,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,72,26.8,2014,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Cantine Luciani,3.9,72,17.45,2014,red
Assolo Cannonau di Sardegna,Italy,Cannonau di Sardegna,Tenuta l'Ariosa,3.6,72,13.5,2015,red
Barrica Monastrell - Syrah,Spain,Valencia,Vermador,3.5,72,5.9,2017,red
Finca San Martin Rioja Crianza,Spain,Rioja,Torre de Oña,3.8,72,9.75,2017,red
Arte Rosso,Italy,Langhe,Domenico Clerico,3.9,72,27.06,2012,red
1300 Merlot,Argentina,Tupungato,Andeluna,3.4,72,9.9,2018,red
